code,Region_Name,Year,EC_XPD__CAP_CR,HOU_ELC_ACSN_ZS,HOU_MLT_MAIN_ZS,ROD_DIST_BDMG_BM_KM,ROD_DIST_FAIR_BM_KM,ROD_DIST_GOOD_BM_KM,ROD_DIST_LDMG_BM_KM,SE_SRSEC_NENR_ZS,SL_EMP_AGR_FRST_FSH,SL_TLF,SP_URB_TOTL_ZS,LND_TOTL_K2,EC_XPD_TOTL_CR,SP_POP_TOTL,REV_TOTL_CR,DAK_INFR_CR,DAK_INFR_ROD_CR,ROD_VILG_ASPH_ZS,ROD_VILG_DIRT_ZS,ROD_VILG_GRAVL_ZS,ROD_VILG_OTHR_ZS
1101,"Simeulue, Kab.",2000,,,3.04,60,34,28,193,,,,15.92,,,,44784887000,,,9.33,42.67,37.33,
1101,"Simeulue, Kab.",2001,38319242951,,,,,,,,,,,2125.12,84627245112,57635,93915754266,,,,,,
1101,"Simeulue, Kab.",2002,,,,,,,,,,,,2125.12,,58359,,,,,,,
1101,"Simeulue, Kab.",2003,,52.97,5.07,,,,,25.27,,,,2125.12,,59093,,7,7,33.33,33.33,17.28,1.23
1101,"Simeulue, Kab.",2004,,70.62,,,,,,55.64,,,,2125.12,,71453,,3.87,2.27,,,,
1101,"Simeulue, Kab.",2005,,,8.7,,,,,,,,,2051.16,,72110,,4.4,2.27,37.78,19.26,39.26,1.48
1101,"Simeulue, Kab.",2006,48482226649,71.08,,,,,,68.96,,,,2051.16,176690758251,80380,240531733158,7.51,4.85,,,,
1101,"Simeulue, Kab.",2007,,72.68,,,,,,69.16,14941,33928,,2051.16,,81127,270923514264,12.433,7.678,,,,
1101,"Simeulue, Kab.",2008,80490781582,75.87,2.68,48,83,16,170,68.31,26405,30452,,2051.48,520239214475,81790,317434134656,15.609,9.495,24.64,11.59,58.7,0.72
1101,"Simeulue, Kab.",2009,128608654428,82.14,,,,,,74.17,15242,31720,,2051.48,406199358715,82344,314177154726,14.383,8.995,,,,
1101,"Simeulue, Kab.",2010,48706067989,76.55708,,,,,,69.79,14386,33337,18.55,,307810318507,80674,307380910475,,,,,,
1101,"Simeulue, Kab.",2011,81156174023,85.33374,3.079551,,,,,64.16,20996,35856,18.54652,,337884737773,83006,383442137603,,,58.08823,5.882353,36.02941,
1101,"Simeulue, Kab.",2012,59546842775,89.49,,,,,,69.41,17473,33310,,,396916000000,84722,419857000000,,,,,,
1101,"Simeulue, Kab.",2013,83195200778,95.8775177,,,,,,75.463066,18433,32225,,,,86206,485545686994,,,,,,
1101,"Simeulue, Kab.",2014,,,,,,,,88.17,,,,,,,,,,,,,
1102,"Aceh Singkil, Kab.",2000,,,2.27,,,,,,,,20.5,,,,46719848000,,,31.25,9.03,27.08,0.69
1102,"Aceh Singkil, Kab.",2001,57564706366,,,,,,,,,,,3964,131341690000,121678,131225390000,,,,,,
1102,"Aceh Singkil, Kab.",2002,,,,,,,,,,,,3964,,123209,,,,,,,
1102,"Aceh Singkil, Kab.",2003,,70.93,1.93,,,,,51.06,,,,3964,,124758,,1.2,1.2,26.46,13.76,31.22,0.53
1102,"Aceh Singkil, Kab.",2004,,87.28,,,,,,54.64,,,,3964,,147117,,3.57,2.17,,,,
1102,"Aceh Singkil, Kab.",2005,45541703539,,3.55,,,,,,,,,3576,177811127194,152594,203925329984,4.08,2.31,43.16,19.47,26.84,0.53
1102,"Aceh Singkil, Kab.",2006,61094396031,86.72,,,,,,50.83,,,,3576,264842027607,92605,277701178501,7.25,4.45,,,,
1102,"Aceh Singkil, Kab.",2007,122501815456,90.7,,,,,,56.78,26290,55558,,3576,351040897671,94961,318775101621,11.193,6.265,,,,
1102,"Aceh Singkil, Kab.",2008,83437025412,93.84,1.78,,170,25,553,62.84,19978,37831,,2185,342173791335,100265,273638481792,14.416,8.005,45.3,19.66,29.06,
1102,"Aceh Singkil, Kab.",2009,,95.63,,,,,,56.75,18958,42820,,2185,,102505,307079606223,16.584,10.897,,,,
1102,"Aceh Singkil, Kab.",2010,59863938748,95.03479,,,,,,68.15,21261,40597,23.5,,310997811278,102509,313817525319,,,,,,
1102,"Aceh Singkil, Kab.",2011,101974969262,93.33995,2.534437,,,,,66.1,19186,41712,23.49771,,408779680620,105174,406766618885,,,55.65217,13.91304,30.43478,
1102,"Aceh Singkil, Kab.",2012,70451493058,98.63,,,,,,54.04,20432,41188,,,400224159495,107697,412051000000,,,,,,
1102,"Aceh Singkil, Kab.",2013,115933428047,94.843101501,,,,,,66.401711,18734,40210,,,,110108,475096125497,,,,,,
1102,"Aceh Singkil, Kab.",2014,,,,,,,,69.84,,,,,,,,,,,,,
1103,"Aceh Selatan, Kab.",2000,,,2.74,68,304,306,356,,,,17.84,8910,,419595,91074676000,,,86.44,3.46,7.98,0.53
1103,"Aceh Selatan, Kab.",2001,41012245500,,,,,,,,,,,4944.7,177695233400,302961,176966074140,,,,,,
1103,"Aceh Selatan, Kab.",2002,,,,71,316,323,324,,,,,5056,,307445,,,,,,,
1103,"Aceh Selatan, Kab.",2003,,85.63,3.66,,,,,54.78,,,,3642.61,,197143,,6.2,3.6,79.35,4.05,14.17,
1103,"Aceh Selatan, Kab.",2004,33836089223,87.26,,,,,,62.3,,,,3642.61,213086108662,186857,209837654737,4.23,2.63,,,,
1103,"Aceh Selatan, Kab.",2005,26379615320,,4.12,,,,,,,,,3851.69,212926598321,190530,243557634729,6.91,3.59,80.16,5.67,13.36,
1103,"Aceh Selatan, Kab.",2006,48634659319,79.74,,,,,,57.68,,,,3851.69,280454286500,202080,355853405163,9.47,5.87,,,,
1103,"Aceh Selatan, Kab.",2007,133500003095,81.08,,,,,,66.72,38066,85561,,3851.69,453576676126,209853,399686729100,12.711,7.283,,,,
1103,"Aceh Selatan, Kab.",2008,106417635654,93.29,4.96,168,201,177,174,71.75,17775,84006,,3841.6,581393087950,210111,399686721280,15.192,9.009,68.55,7.26,22.98,
1103,"Aceh Selatan, Kab.",2009,53688816287,88.23,,,,,,51.74,34560,82754,,3841.6,445299259040,215315,436798150890,13.015,8.232,,,,
1103,"Aceh Selatan, Kab.",2010,77052070946,93.90786,,,,,,59.44,30964,82364,14.89,,478407287675,202251,475505147050,,,,,,
1103,"Aceh Selatan, Kab.",2011,54509794947,89.74828,1.998169,,,,,62.3,41740,92134,14.88798,,545931366475,207971,546447098030,,,77.64227,5.691057,15.44715,1.219512
1103,"Aceh Selatan, Kab.",2012,74840849911,95.39,,,,,,64.12,42685,91104,,,612800000000,212612,642699000000,,,,,,
1103,"Aceh Selatan, Kab.",2013,127431161961,96.976516724,,,,,,65.209496,39011,92935,,,,216994,749088677153,,,,,,
1103,"Aceh Selatan, Kab.",2014,,,,,,,,69.46,,,,,,,,,,,,,
1104,"Aceh Tenggara, Kab.",2000,,,1.93,70,357,150,305,,,,9.21,9635,,214129,74278023066,,,77.16,6.03,16.81,
1104,"Aceh Tenggara, Kab.",2001,40011085435,,,,,,,,,,,9950.7,152842823370,216051,153451550140,,,,,,
1104,"Aceh Tenggara, Kab.",2002,59853144424,,,37,381,150,315,,,,,9950.7,205370138620,217762,200932747160,,,,,,
1104,"Aceh Tenggara, Kab.",2003,43343499256,81.23,1.97,,,,,65.99,,,,4231.29,175028642730,153795,179372113952,5.8,2.7,87.2,2.44,10.37,
1104,"Aceh Tenggara, Kab.",2004,32170369885,85.43,,,,,,78.1,,,,4231.29,182482153157,168306,189641716903,4.77,2.97,,,,
1104,"Aceh Tenggara, Kab.",2005,32521511546,,2.22,,,,,,,,,4189.26,247539190217,170245,243685707432,5.76,2.71,89.2,1.2,9.6,
1104,"Aceh Tenggara, Kab.",2006,,80.43,,,,,,65.53,,,,4189.26,,173056,0,8.46,5.11,,,,
1104,"Aceh Tenggara, Kab.",2007,52301829428,89.08,,,,,,63.87,43250,72319,,4189.26,363800802674,174371,361205051437,12.037,6.585,,,,
1104,"Aceh Tenggara, Kab.",2008,54798049961,90.48,4.33,97,270,105,101,64.42,62276,63028,,4231.43,358845841244,175501,384275979072,14.485,8.169,83.38,7.79,8.83,
1104,"Aceh Tenggara, Kab.",2009,,92.89,,,,,,70.36,38934,73005,,4231.43,,177024,387697864811,11.37,6.693,,,,
1104,"Aceh Tenggara, Kab.",2010,91578493422,93.02669,,,,,,66.32,39503,73534,16.44,,485334138325,179010,477207644855,,,,,,
1104,"Aceh Tenggara, Kab.",2011,121008134211,95.49807,0.5882116,,,,,72.99,39708,75711,16.44325,,574883558052,184173,563011451567,,,78.64584,5.729167,15.625,
1104,"Aceh Tenggara, Kab.",2012,62505004184,94.32,,,,,,75.17,38592,82396,,,533597000000,187276,553710000000,,,,,,
1104,"Aceh Tenggara, Kab.",2013,77163179096,97.561508179,,,,,,72.099747,30609,75973,,,,192013,637644801204,,,,,,
1104,"Aceh Tenggara, Kab.",2014,,,,,,,,77.87,,,,,,,,,,,,,
1105,"Aceh Timur, Kab.",2000,,,4.48,334,542,378,519,,,,4.82,7760,,700323,136458921680,,,21.55,12.72,60.64,0.54
1105,"Aceh Timur, Kab.",2001,67609476333,,,,,,,,,,,8242.73,289660588290,700652,280260829960,,,,,,
1105,"Aceh Timur, Kab.",2002,,,,252,556,463,501,,,,,7980.32,,574583,,,,,,,
1105,"Aceh Timur, Kab.",2003,,88.04,1.78,,,,,47.03,,,,6085.89,,340186,,6,3,22.79,23,52.57,
1105,"Aceh Timur, Kab.",2004,,96.96,,,,,,61.25,,,,6085.89,,312067,,6.36,4.46,,,,
1105,"Aceh Timur, Kab.",2005,,,2.85,,,,,,,,,6040.6,,309699,,8.28,4.35,16.02,19.3,63.45,
1105,"Aceh Timur, Kab.",2006,81574937651,88.68,,,,,,44.18,,,,6040.6,376401274796,311413,436495566354,10.09,6.65,,,,
1105,"Aceh Timur, Kab.",2007,,85.25,,,,,,48.36,63219,127574,,6040.6,,313333,452894839276,14.981,9.433,,,,
1105,"Aceh Timur, Kab.",2008,118652807080,90.14,1,112,416,284,321,44.4,103025,135727,,6286.01,626405870319,332915,518463447168,17.917,11.47,13.48,25.98,59.38,0.2
1105,"Aceh Timur, Kab.",2009,,83.71,,,,,,49.19,81949,140421,,6286.01,,340728,616623252034,15.091,9.6,,,,
1105,"Aceh Timur, Kab.",2010,114033675966,87.49495,,,,,,56.92,76041,150952,12.07,,658524839744,360475,594090684367,,,,,,
1105,"Aceh Timur, Kab.",2011,103462551495,93.22791,0.2818519,,,,,50.72,79254,154020,12.06934,,703816959838,370276,725152721705,,,27.2549,5.490196,67.25491,
1105,"Aceh Timur, Kab.",2012,101194000000,94.8,,,,,,57.76,81851,154544,,,732206000000,378424,797125000000,,,,,,
1105,"Aceh Timur, Kab.",2013,137283107054,94.476257324,,,,,,58.367668,83585,164318,,,,386212,955562269338,,,,,,
1105,"Aceh Timur, Kab.",2014,,,,,,,,60.39,,,,,,,,,,,,,
1106,"Aceh Tengah, Kab.",2000,,,2.72,84,114,308,295,,,,25.55,5575,,239938,67188633000,,,61.58,15.76,21.67,
1106,"Aceh Tengah, Kab.",2001,61982047537,,,,,,,,,,,5772.48,207606981710,245099,211712656460,,,,,,
1106,"Aceh Tengah, Kab.",2002,69749305578,,,11,298,429,191,,,,,5790.3,226858289600,263447,226275038330,,,,,,
1106,"Aceh Tengah, Kab.",2003,52851369701,89.46,3.49,,,,,63.9,,,,5790.3,264677730354,258134,268655543616,7,6,71.65,8.54,19.51,
1106,"Aceh Tengah, Kab.",2004,,89.37,,,,,,73,,,,5790.3,,187645,,4.34,2.64,,,,
1106,"Aceh Tengah, Kab.",2005,37300542979,,4.77,,,,,,,,,4315.14,207341656231,192027,221046209484,5.68,2.69,76.08,5.26,18.66,
1106,"Aceh Tengah, Kab.",2006,82176956805,80.27,,,,,,53.35,,,,4315.14,318885873224,166895,354340216233,8.7,5.19,,,,
1106,"Aceh Tengah, Kab.",2007,115538824490,85.65,,,,,,58.63,64407,90549,,4315.14,417329403207,170766,399549068462,14.043,7.819,,,,
1106,"Aceh Tengah, Kab.",2008,108111645790,85.94,4.66,76,74,221,35,49.16,39697,95641,,4318.39,519650669599,182533,442149999040,16.232,9.212,71.96,8.49,19.56,
1106,"Aceh Tengah, Kab.",2009,97076707775,91.79,,,,,,53.38,66869,101475,,4318.39,478194837547,189298,408723814758,12.608,7.161,,,,
1106,"Aceh Tengah, Kab.",2010,99596897031,92.53065,,,,,,62.12,60685,93114,26.41,,474810429755,175527,470553001229,,,,,,
1106,"Aceh Tengah, Kab.",2011,134326449168,96.66264,2.608372,,,,,69.97,39701,78178,26.40579,,609373666266,180230,612296800244,,,74.57627,10.50847,14.57627,0.3389831
1106,"Aceh Tengah, Kab.",2012,134531000000,93.43,,,,,,74.27,42518,84825,,,653437000000,183792,675023000000,,,,,,
1106,"Aceh Tengah, Kab.",2013,128030161649,97.524421692,,,,,,65.948128,48827,92387,,,,188214,791918900910,,,,,,
1106,"Aceh Tengah, Kab.",2014,,,,,,,,73.19,,,,,,,,,,,,,
1107,"Aceh Barat, Kab.",2000,,,3.45,129,318,316,291,,,,31,12100,,430161,120653656000,,,47.69,18.04,31.75,0.7
1107,"Aceh Barat, Kab.",2001,49059825938,,,,,,,,,,,7980.3,216320000260,377931,224172006430,,,,,,
1107,"Aceh Barat, Kab.",2002,,,,129,250,313,467,,,,,7980.3,,383843,,,,,,,
1107,"Aceh Barat, Kab.",2003,39517340174,59.45,8.51,,,,,55.92,,,,2312.39,160311434284,172647,162111315545,6.2,3,43.1,12.07,42.76,
1107,"Aceh Barat, Kab.",2004,,69.13,,,,,,53.14,,,,2312.39,,162247,,5.52,3.72,,,,
1107,"Aceh Barat, Kab.",2005,,,0.1,,,,,,,,,2927.95,,165258,,5.56,2.84,40,16.56,40.31,0.94
1107,"Aceh Barat, Kab.",2006,81568263512,65.45,,,,,,56.41,,,,2927.95,293553097525,151552,348669089487,8.7,5.64,,,,
1107,"Aceh Barat, Kab.",2007,,71.86,,,,,,60.92,25614,64666,,2927.95,,152557,383677418672,13.089,8.127,,,,
1107,"Aceh Barat, Kab.",2008,93584417000,80.71,0.43,64,218,153,191,65.52,39588,64817,,2927.95,496898196167,153398,448458941440,16.345,9.904,40,15,44.38,
1107,"Aceh Barat, Kab.",2009,,89.39,,,,,,65.66,29959,69396,,2927.95,,158499,431267902232,12.905,7.657,,,,
1107,"Aceh Barat, Kab.",2010,86820639885,94.05595,,,,,,69.77,30974,72825,29.23,,484783853232,173558,485995769797,,,,,,
1107,"Aceh Barat, Kab.",2011,71513741975,95.22789,0.0084572,,,,,70.41,38711,81021,29.22731,,501184321859,178173,516630593402,,,52.8125,2.1875,45,
1107,"Aceh Barat, Kab.",2012,54587910547,98.44,,,,,,67.87,31135,74365,,,563696589163,181886,588982000000,,,,,,
1107,"Aceh Barat, Kab.",2013,123324501917,96.505737305,,,,,,71.44487,34382,79515,,,,185903,720457769655,,,,,,
1107,"Aceh Barat, Kab.",2014,,,,,,,,73.09,,,,,,,,,,,,,
1108,"Aceh Besar, Kab.",2000,,,3.29,40,299,425,167,,,,16.42,2969,,285750,84401637000,,,60.54,3.18,35.62,0.17
1108,"Aceh Besar, Kab.",2001,65314917862,,,,,,,,,,,2686.1,209650401270,285048,207984183540,,,,,,
1108,"Aceh Besar, Kab.",2002,,,,1183,298,429,191,,,,,2686.1,,286644,,,,,,,
1108,"Aceh Besar, Kab.",2003,,95.49,5.65,,,,,60.26,,,,2686.1,,293714,,4,2.6,77.54,0.33,21.46,0.17
1108,"Aceh Besar, Kab.",2004,43008777887,93.72,,,,,,74.24,,,,2686.1,267688789654,303016,300071883413,4.3,2.8,,,,
1108,"Aceh Besar, Kab.",2005,19897871383,,4.47,,,,,,,,,2969,268039076551,216998,305520679099,5.16,2.82,54.08,5.99,38.94,0.5
1108,"Aceh Besar, Kab.",2006,76799128707,90.47,,,,,,55.05,,,,2969,432176363324,304303,462163516321,10.73,6.6,,,,
1108,"Aceh Besar, Kab.",2007,115596468421,90.87,,,,,,62.52,36248,124279,,2969,497480088694,307362,476283649519,15.392,8.835,,,,
1108,"Aceh Besar, Kab.",2008,98085845061,95.09,2.75,8,284,432,207,70.13,48501,121433,,2969,610563757368,310107,556253799424,17.833,10.559,46.19,3.97,49.5,0.17
1108,"Aceh Besar, Kab.",2009,108867747224,95.79,,,,,,64.35,49344,133005,,2969,607825944297,312762,538777643074,15.15,9.449,,,,
1108,"Aceh Besar, Kab.",2010,84241247144,98.47768,,,,,,61.8,45505,150522,28.28,,605914589127,351418,594805885365,,,,,,
1108,"Aceh Besar, Kab.",2011,92447091888,96.82448,1.204742,,,,,63.8,35237,161435,28.27515,,685192004199,361290,694107010429,,,72.25914,0.6644518,26.24585,0.8305648
1108,"Aceh Besar, Kab.",2012,73494554671,96.71,,,,,,57.96,33426,153984,,,759904602122,369134,796570000000,,,,,,
1108,"Aceh Besar, Kab.",2013,99919474884,97.127967834,,,,,,62.734253,28678,153370,,,,376491,933250952783,,,,,,
1108,"Aceh Besar, Kab.",2014,,,,,,,,74.97,,,,,,,,,,,,,
1109,"Pidie, Kab.",2000,,,1.42,51,300,316,346,,,,13.99,3415,,499796,104530110000,,,29.41,15.44,54.41,0.74
1109,"Pidie, Kab.",2001,62175598800,,,,,,,,,,,4160.6,260205880260,504875,277933013710,,,,,,
1109,"Pidie, Kab.",2002,89149021113,,,15,312,330,356,,,,,4160.6,329691209090,511245,320491812340,,,,,,
1109,"Pidie, Kab.",2003,46289029346,90.5,2.79,,,,,69.58,,,,4160.6,323055191300,512997,370086194058,6,3,48.21,11.87,39.81,
1109,"Pidie, Kab.",2004,,90.01,,,,,,52.79,,,,4160.6,,473504,,4.77,3.17,,,,
1109,"Pidie, Kab.",2005,30972143078,,3.06,,,,,,,,,3430.96,344296703784,481587,375150166471,6.43,2.73,40.9,10.88,48.01,0.1
1109,"Pidie, Kab.",2006,,80.82,,,,,,52.35,,,,3430.96,,365813,0,12.12,6.47,,,,
1109,"Pidie, Kab.",2007,99872708398,83.34,,,,,,61.97,108705,228378,,3430.96,593342883961,373234,594942068996,17.6,9.209,,,,
1109,"Pidie, Kab.",2008,97209217750,89.6,1.72,233,51,246,37,58.65,95672,168858,,3086.95,,380382,492340694912,20.118,10.942,49.93,4.24,45.69,0.14
1109,"Pidie, Kab.",2009,56876950665,89.31,,,,,,64.3,79426,167463,,3086.95,562424842772,386053,545189867598,16.281,10.165,,,,
1109,"Pidie, Kab.",2010,92904357327,94.41841,,,,,,57.55,78408,170742,15.15,,604207955266,379108,613366127780,,,,,,
1109,"Pidie, Kab.",2011,90477806679,95.88324,0.6922962,,,,,65.6,98140,168835,15.1479,,731544336687,389529,733893103240,,,65.74966,0.8253095,33.14993,0.2751032
1109,"Pidie, Kab.",2012,89875870200,96.72,,,,,,56.02,97918,179416,,,817472000000,397590,837368000000,,,,,,
1109,"Pidie, Kab.",2013,121195404874,98.306182861,,,,,,60.81004,97121,185132,,,,404817,1.0156691E12,,,,,,
1109,"Pidie, Kab.",2014,,,,,,,,62.08,,,,,,,,,,,,,
1110,"Bireuen, Kab.",2000,,,2.77,,,,,,,,54.53,,,,44784887000,,,43.62,22.1,34.1,0.19
1110,"Bireuen, Kab.",2001,44141175892,,,,,,,,,,,1901.21,171955147490,343495,145745953640,,,,,,
1110,"Bireuen, Kab.",2002,,,,,,,,,,,,1901.21,,348628,,,,,,,
1110,"Bireuen, Kab.",2003,,92.47,3.46,,,,,78.26,,,,1901.21,,351295,,2.4,1.3,48.04,18.32,33.64,
1110,"Bireuen, Kab.",2004,43071271248,80.74,,,,,,57.48,,,,1901.21,268777614953,349345,262890468314,3.8,2.3,,,,
1110,"Bireuen, Kab.",2005,,,4.95,,,,,,,,,1901.2,,352312,,5.25,2.6,25.91,29.35,44.57,
1110,"Bireuen, Kab.",2006,97166799796,86.16,,,,,,56.94,,,,1901.2,452850538743,354027,455385607964,13.14,9.01,,,,
1110,"Bireuen, Kab.",2007,,89.5,,,,,,64.04,59229,154783,,1901.2,,355989,507163441042,14.663,9.132,,,,
1110,"Bireuen, Kab.",2008,149454369638,94.19,1.79,39,295,179,361,57.29,59217,155733,,1901.2,,357564,597067663360,17.502,11.131,36.68,27.96,35.2,0.16
1110,"Bireuen, Kab.",2009,,90.92,,,,,,65.6,71262,168548,,1901.2,,359032,541088909676,14.413,9.268,,,,
1110,"Bireuen, Kab.",2010,60150763973,91.25465,,,,,,58.42,70396,184220,23.39,,552931530042,389288,618001501194,,,,,,
1110,"Bireuen, Kab.",2011,111588548806,96.04163,0.748279,,,,,63.96,84254,175977,23.38972,,699677895674,400027,706003236829,,,47.86184,14.63816,37.17105,0.3289474
1110,"Bireuen, Kab.",2012,97682960538,96.8,,,,,,61.83,66252,173129,,,813683667365,408608,839044000000,,,,,,
1110,"Bireuen, Kab.",2013,159420332527,96.179023743,,,,,,65.376404,69067,183123,,,,417289,1.0287218E12,,,,,,
1110,"Bireuen, Kab.",2014,,,,,,,,70.19,,,,,,,,,,,,,
1111,"Aceh Utara, Kab.",2000,,,6.08,91,587,519,1006,,,,18.43,4755,,923792,158102170000,,,26.28,5.1,68.4,0.22
1111,"Aceh Utara, Kab.",2001,155412154680,,,,,,,,,,,3477.92,441450297360,588729,618718000980,,,,,,
1111,"Aceh Utara, Kab.",2002,203995076200,,,65,585,534,1019,,,,,3298.87,556617316200,473513,684119137590,,,,,,
1111,"Aceh Utara, Kab.",2003,186863195349,87.82,2.79,,,,,61.24,,,,3298.87,665092404308,477745,919485784865,2,1,28.59,4.12,67.29,
1111,"Aceh Utara, Kab.",2004,143868822535,90.91,,,,,,58.68,,,,3191.91,733629734258,487372,754051696917,3.41,1.91,,,,
1111,"Aceh Utara, Kab.",2005,192107319470,,4.42,,,,,,,,,3191.91,690703232486,484592,1.2153678E12,5.51,2.36,31.02,9.52,59.34,0.12
1111,"Aceh Utara, Kab.",2006,276113329810,84.99,,,,,,61.21,,,,3191.91,886037422478,506002,1.1436738E12,10.77,6.91,,,,
1111,"Aceh Utara, Kab.",2007,277139137780,81.44,,,,,,62.79,91788,205549,,3191.91,984241038740,510494,1.0739757E12,15.252,10.114,,,,
1111,"Aceh Utara, Kab.",2008,396351513853,84.33,3.35,25,333,339,708,66.02,79935,189892,,3236.86,1.3378825E12,517741,980701168896,18.606,12.299,21.95,7.51,70.42,0.12
1111,"Aceh Utara, Kab.",2009,570368230880,92.56,,,,,,65.54,97558,218964,,3236.86,1.6404827E12,532537,735790021391,15.571,9.652,,,,
1111,"Aceh Utara, Kab.",2010,131950077105,92.38097,,,,,,64.85,88747,214541,17.58,,868281536262,529751,904916260860,,,,,,
1111,"Aceh Utara, Kab.",2011,236823362987,96.23537,0.8334702,,,,,56.41,134165,231818,17.58357,,1.1654846E12,544789,1.1154183E12,,,34.03756,2.816901,62.9108,0.2347418
1111,"Aceh Utara, Kab.",2012,185820000000,96.1,,,,,,63.64,108724,225781,,,1.25224E12,555746,1.26025E12,,,,,,
1111,"Aceh Utara, Kab.",2013,303807173984,96.059188843,,,,,,58.700436,115047,238095,,,,565370,1.4932076E12,,,,,,
1111,"Aceh Utara, Kab.",2014,,,,,,,,63.45,,,,,,,,,,,,,
1112,"Aceh Barat Daya, Kab.",2000,,,,,,,,,,,16.62,,,,,,,,,,
1112,"Aceh Barat Daya, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1112,"Aceh Barat Daya, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1112,"Aceh Barat Daya, Kab.",2003,22099919401,,2.48,,,,,,,,,1413.39,100120306099,115358,106034053635,2,1,83.72,2.33,13.18,
1112,"Aceh Barat Daya, Kab.",2004,26010560515,77.57,,,,,,54.23,,,,1413.39,128690171007,111366,139944118653,1.59,1.59,,,,
1112,"Aceh Barat Daya, Kab.",2005,32612718322,,5.42,,,,,,,,,1509.2,147765549310,112230,176174906755,4.72,2.28,80.62,4.65,14.73,
1112,"Aceh Barat Daya, Kab.",2006,94577224672,82.4,,,,,,52.97,,,,1509.2,272112936775,119397,268765876687,7.83,4.88,,,,
1112,"Aceh Barat Daya, Kab.",2007,,79.88,,,,,,61.7,19083,49380,,1509.2,,121302,297401717690,10.147,5.753,,,,
1112,"Aceh Barat Daya, Kab.",2008,80110780058,85.78,2.32,1,81,87,15,62.9,22263,51188,,1490.6,398790226065,123101,330730923392,12.275,7.138,67.42,3.79,28.79,
1112,"Aceh Barat Daya, Kab.",2009,,87.49,,,,,,65.55,20257,51352,,1490.6,,124813,320400066827,13.771,8.272,,,,
1112,"Aceh Barat Daya, Kab.",2010,70133350623,88.38418,,,,,,67.8,20151,52191,19.05,,327414791217,126036,341878027979,,,,,,
1112,"Aceh Barat Daya, Kab.",2011,86407424410,95.07861,0.798122,,,,,65.99,26559,57600,19.04659,,384087307806,129708,415210419821,,,73.28767,2.739726,23.9726,
1112,"Aceh Barat Daya, Kab.",2012,130694000000,97.75,,,,,,60.86,17954,50076,,,519955000000,132612,499886000000,,,,,,
1112,"Aceh Barat Daya, Kab.",2013,102665578114,98.239593506,,,,,,63.46043,23660,55339,,,,135385,554548911507,,,,,,
1112,"Aceh Barat Daya, Kab.",2014,,,,,,,,72.64,,,,,,,,,,,,,
1113,"Gayo Lues, Kab.",2000,,,,,,,,,,,4.07,,,,,,,,,,
1113,"Gayo Lues, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1113,"Gayo Lues, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1113,"Gayo Lues, Kab.",2003,29460873790,,0.76,,,,,,,,,5719.41,104297953946,66179,121484340555,2,1,63.24,5.88,30.88,
1113,"Gayo Lues, Kab.",2004,,90.68,,,,,,62.82,,,,5719.41,,68186,,1.16,1.16,,,,
1113,"Gayo Lues, Kab.",2005,,,3.77,,,,,,,,,5718.73,,68784,,5,2.57,38.14,18.56,43.3,
1113,"Gayo Lues, Kab.",2006,63660430780,86.76,,,,,,37.47,,,,5718.73,264681490079,73752,269144603526,6.76,4.28,,,,
1113,"Gayo Lues, Kab.",2007,85869709286,69.8,,,,,,50.62,16309,29718,,5718.73,299351054649,74312,287449923270,8.025,4.384,,,,
1113,"Gayo Lues, Kab.",2008,71186325061,92.5,1.26,20,111,43,214,57.7,12359,31260,,5719.58,347780044723,74794,333602407232,10.088,5.757,50,15.97,34.03,
1113,"Gayo Lues, Kab.",2009,142232063512,96.88,,,,,,69.16,19172,31939,,5719.58,425457091169,75165,342863749572,13.74,8.399,,,,
1113,"Gayo Lues, Kab.",2010,111587792047,93.4005,,,,,,60.29,21926,39087,17.19,,380379637289,79560,388936684688,,,,,,
1113,"Gayo Lues, Kab.",2011,109708557101,91.84756,0.7039909,,,,,61.63,16970,34381,17.19624,,477297116553,81604,481060383795,,,69.44444,5.555555,25,
1113,"Gayo Lues, Kab.",2012,,94.33,,,,,,64.31,25059,39590,,,,83189,,,,,,,
1113,"Gayo Lues, Kab.",2013,131343219012,97.309440613,,,,,,70.551155,24900,41583,,,,84717,521669269828,,,,,,
1113,"Gayo Lues, Kab.",2014,,,,,,,,76.33,,,,,,,,,,,,,
1114,"Aceh Tamiang, Kab.",2000,,,,,,,,,,,22.22,,,,,,,,,,
1114,"Aceh Tamiang, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1114,"Aceh Tamiang, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1114,"Aceh Tamiang, Kab.",2003,15510206750,,2.43,,,,,,,,,1894.43,104812368109,235122,133086949002,2.5,1.5,28.23,23.44,43.54,0.48
1114,"Aceh Tamiang, Kab.",2004,34582591701,97.82,,,,,,58.57,,,,1894.43,163366140338,228824,184058912161,1.29,1.29,,,,
1114,"Aceh Tamiang, Kab.",2005,42599759353,,4.55,,,,,,,,,1939.72,201393696535,228089,246917006028,5.2,2.49,26.32,11.96,60.77,0.96
