code,Region_Name,Year,EC_XPD__CAP_CR,HOU_ELC_ACSN_ZS,HOU_MLT_MAIN_ZS,ROD_DIST_BDMG_BM_KM,ROD_DIST_FAIR_BM_KM,ROD_DIST_GOOD_BM_KM,ROD_DIST_LDMG_BM_KM,SE_SRSEC_NENR_ZS,SL_EMP_AGR_FRST_FSH,SL_TLF,SP_URB_TOTL_ZS,LND_TOTL_K2,EC_XPD_TOTL_CR,SP_POP_TOTL,REV_TOTL_CR,DAK_INFR_CR,DAK_INFR_ROD_CR,ROD_VILG_ASPH_ZS,ROD_VILG_DIRT_ZS,ROD_VILG_GRAVL_ZS,ROD_VILG_OTHR_ZS
1902,"Belitung, Kab.",2010,146781388223,92.17009,,,,,,30.03,23724,83428,58.06,,489497260125,155965,404577262816,,,,,,
1902,"Belitung, Kab.",2011,131048999843,94.79693,5.145975,,,,,44.6,23972,78248,58.06168,,494588952041,160385,540752664414,,,100,,,
1902,"Belitung, Kab.",2012,183911000000,97.57,,,,,,33.98,28591,81698,,,585466636000,163977,601918000000,,,,,,
1902,"Belitung, Kab.",2013,210064099852,97.13356781,,,,,,44.001244,29683,83848,,,,167602,655826437055,,,,,,
1902,"Belitung, Kab.",2014,,,,,,,,55.01,,,,,,,,,,,,,
1903,"Bangka Barat, Kab.",2000,,,,,,,,,,,20.65,,,,,,,,,,
1903,"Bangka Barat, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1903,"Bangka Barat, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1903,"Bangka Barat, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1903,"Bangka Barat, Kab.",2004,21402169535,,,,,,,,,,,,63201309410,142148,84846032455,,,,,,
1903,"Bangka Barat, Kab.",2005,,,2.59,,,,,30,,,18.475533462,2820.61,,146408,,,,75.44,8.77,12.28,3.51
1903,"Bangka Barat, Kab.",2006,92412704358,92.5,,,,,,24.93,,,,2820.61,203798306091,155159,271633784086,8.26,5.6,,,,
1903,"Bangka Barat, Kab.",2007,152928834050,93.94,,,,,,28.67,28370,69836,,2820.61,299379883382,156806,299611873514,13.145,8.666,,,,
1903,"Bangka Barat, Kab.",2008,178879727311,91.63,3.92,64,223,148,20,29.31,18033,69040,,2820.61,533146173027,158433,403592324992,14.991,10.027,84.21,3.51,12.28,
1903,"Bangka Barat, Kab.",2009,351952172332,94.04,,,,,,40.41,27041,70929,,2820.61,599909404839,160006,387028198368,10.999,6.701,,,,
1903,"Bangka Barat, Kab.",2010,124109639596,92.93729,,,,,,28.74,36224,93757,41.9,,408633909165,175150,366824427348,,,,,,
1903,"Bangka Barat, Kab.",2011,127526710935,95.86782,10.14807,,,,,27.28,27355,87221,41.90218,,454939522584,180120,513419561942,,,92.1875,6.25,1.5625,
1903,"Bangka Barat, Kab.",2012,190334000000,97.64,,,,,,50.03,29629,84921,,,584813618603,184228,558518000000,,,,,,
1903,"Bangka Barat, Kab.",2013,167900913817,98.468933105,,,,,,40.502335,31387,92085,,,,188271,597297348702,,,,,,
1903,"Bangka Barat, Kab.",2014,,,,,,,,46,,,,,,,,,,,,,
1904,"Bangka Tengah, Kab.",2000,,,,,,,,,,,10.36,,,,,,,,,,
1904,"Bangka Tengah, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1904,"Bangka Tengah, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1904,"Bangka Tengah, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1904,"Bangka Tengah, Kab.",2004,,,,,,,,,,,,,,131152,,,,,,,
1904,"Bangka Tengah, Kab.",2005,42453830786,,5.2,,,,,38.69,,,10.967911231,2155.77,94574755823,135083,110449713008,,,97.5,,,
1904,"Bangka Tengah, Kab.",2006,99824750782,95.38,,,,,,38.44,,,,2155.77,170515237815,140861,223812302275,7.81,5.18,,,,
1904,"Bangka Tengah, Kab.",2007,199486877675,97.77,,,,,,36.73,22112,60982,,2155.77,338840201125,143262,170302991400,10.315,6.674,,,,
1904,"Bangka Tengah, Kab.",2008,170935787088,94.35,3.35,,80,12,240,39.79,32828,62410,,2155.77,449364958492,145670,356640966016,12.573,8.399,94.74,1.75,3.51,
1904,"Bangka Tengah, Kab.",2009,132288898390,93.59,,,,,,29.24,20441,65545,,2155.77,337217892005,146266,337261544632,12.255,7.91,,,,
1904,"Bangka Tengah, Kab.",2010,113401618937,95.3877,,,,,,44,24456,82031,24.37,,379566166254,161228,332848247281,,,,,,
1904,"Bangka Tengah, Kab.",2011,113137719735,98.52413,0.7474701,,,,,37.31,20953,81118,24.36575,,426261017213,165810,479469885367,,,100,,,
1904,"Bangka Tengah, Kab.",2012,173116000000,98.4,,,,,,33.43,22009,76153,,,568629000000,169568,516280000000,,,,,,
1904,"Bangka Tengah, Kab.",2013,154339962766,97.142158508,,,,,,44.949654,21983,76136,,,,173346,558475334498,,,,,,
1904,"Bangka Tengah, Kab.",2014,,,,,,,,49.81,,,,,,,,,,,,,
1905,"Bangka Selatan, Kab.",2000,,,,,,,,,,,22.25,,,,,,,,,,
1905,"Bangka Selatan, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1905,"Bangka Selatan, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1905,"Bangka Selatan, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1905,"Bangka Selatan, Kab.",2004,,,,,,,,,,,,,,148951,,,,,,,
1905,"Bangka Selatan, Kab.",2005,50204886007,,2.84,,,,,22.43,,,20.603443645,3607.08,110138398495,153416,110853110978,,,89.58,2.08,8.33,
1905,"Bangka Selatan, Kab.",2006,81933582039,87.57,,,,,,21.25,,,,3607.08,155529324612,156767,241408139263,7.73,4.86,,,,
1905,"Bangka Selatan, Kab.",2007,151550028393,84.51,,,,,,30.76,34519,73298,,3607.08,268000628990,158931,194549213461,13.447,8.258,,,,
1905,"Bangka Selatan, Kab.",2008,198509651502,92.26,2.38,40,20,4,107,35.74,28506,71987,,3607.08,546736388088,161087,402038746240,15.283,9.501,90.57,,5.66,
1905,"Bangka Selatan, Kab.",2009,355142901560,91.1,,,,,,22.66,32153,76273,,3607.08,618047533954,163200,366347301795,11.559,7.173,,,,
1905,"Bangka Selatan, Kab.",2010,103159446241,86.56098,,,,,,29.02,42691,86742,22.36,,401651709194,172528,350126445035,,,,,,
1905,"Bangka Selatan, Kab.",2011,87025087703,92.19945,2.126892,,,,,28.03,36568,87635,22.3549,,399275835503,177484,477430746805,,,96.07843,,3.921569,
1905,"Bangka Selatan, Kab.",2012,146975000000,96.96,,,,,,34.78,37171,82693,,,507747000000,181436,529010000000,,,,,,
1905,"Bangka Selatan, Kab.",2013,178788262303,94.35017395,,,,,,50.787247,37317,84368,,,,185514,568023813621,,,,,,
1905,"Bangka Selatan, Kab.",2014,,,,,,,,56.47,,,,,,,,,,,,,
1906,"Belitung Timur, Kab.",2000,,,,,,,,,,,55.06,,,,,,,,,,
1906,"Belitung Timur, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
1906,"Belitung Timur, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
1906,"Belitung Timur, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
1906,"Belitung Timur, Kab.",2004,14280623600,,,,,,,,,,,,58617267153,88985,84331979248,,,,,,
1906,"Belitung Timur, Kab.",2005,,,2.16,,,,,30.04,,,55.544747082,2506.91,,90565,,3.01,2.46,86.67,,10,
1906,"Belitung Timur, Kab.",2006,82061036121,85.93,,,,,,46.61,,,,2506.91,198248994555,88627,255881336145,10.51,7.83,,,,
1906,"Belitung Timur, Kab.",2007,106067093270,89.72,,,,,,30.6,12043,42366,,2506.91,242853173604,89867,313306938608,9.827,6.206,,,,
1906,"Belitung Timur, Kab.",2008,149601930685,89.07,2.17,128,86,86,128,31.63,18670,44177,,2506.91,374949801447,91103,375947175616,12.079,7.946,96.67,,,
1906,"Belitung Timur, Kab.",2009,239130413545,92.3,,,,,,34.5,12805,43925,,2506.91,553966500065,92315,349439099375,11.139,7.207,,,,
1906,"Belitung Timur, Kab.",2010,123098591197,90.54054,,,,,,41.05,14504,51813,58.66,,402572982734,106463,367205100742,,,,,,
1906,"Belitung Timur, Kab.",2011,119102200012,94.99635,0.4658616,,,,,34.38,10201,53796,58.65751,,440899632568,109548,482853038165,,,97.4359,,2.564103,
1906,"Belitung Timur, Kab.",2012,172458000000,95.34,,,,,,36.12,11425,55323,,,537474840146,111963,535096000000,,,,,,
1906,"Belitung Timur, Kab.",2013,177461674097,94.940879822,,,,,,30.590982,14528,55195,,,,114469,584461690571,,,,,,
1906,"Belitung Timur, Kab.",2014,,,,,,,,47.82,,,,,,,,,,,,,
1971,"Pangkal Pinang, Kota",2000,,98.85,16.42,,,,,59.47,,,97.02,32,,126093,29411619000,,,100,,,
1971,"Pangkal Pinang, Kota",2001,8523877035,98.32,,,,,,53.38,,,,89.4,72013462642,129527,76962577994,,,,,,
1971,"Pangkal Pinang, Kota",2002,30925965720,97.9,,,,,,63.36,,,,89.4,116059955370,134524,125265706560,,,,,,
1971,"Pangkal Pinang, Kota",2003,41104459654,98.52,14.82,,,,,61.96,,,,89.4,133929047953,136429,149756423943,1.8,1.8,85.71,,14.29,
1971,"Pangkal Pinang, Kota",2004,46478680123,98.36,,,,,,68.82,,,,89.4,150278874150,141556,159937992025,2.04,2.04,,,,
1971,"Pangkal Pinang, Kota",2005,51635651625,,27.53,,,,,57.41,,,95.505156052,89.4,161181468006,155036,179341268151,2.54,2.54,100,,,
1971,"Pangkal Pinang, Kota",2006,85613545299,98.52,,,,,,55.56,,,,89.4,224761689433,153501,266440884389,4.77,3.82,,,,
1971,"Pangkal Pinang, Kota",2007,,99.67,,,,,,50.37,5089,71335,,89.4,,155250,343882751791,8.152,5.996,,,,
1971,"Pangkal Pinang, Kota",2008,129396717752,99.17,14.8,,46,188,5,52.94,3233,76705,,89.4,399797694480,156982,410438395328,9.69,7.401,100,,,
1971,"Pangkal Pinang, Kota",2009,256221204601,98.11,,,,,,43.82,5169,80242,,89.4,549404440047,160451,397156938852,9.239,6.817,,,,
1971,"Pangkal Pinang, Kota",2010,93132058392,97.99969,,,,,,54.69,1856,83782,93.23,,416398678440,174758,398683635057,,,,,,
1971,"Pangkal Pinang, Kota",2011,102159212341,99.83048,8.918417,,,,,57.35,4924,85851,93.23222,,446660453845,179683,488781036230,,,100,,,
1971,"Pangkal Pinang, Kota",2012,134837000000,99.58,,,,,,59.98,4513,91315,,,556762499000,183794,586525000000,,,,,,
1971,"Pangkal Pinang, Kota",2013,160649392847,99.871986389,,,,,,62.385098,3749,90143,,,,187908,662197444474,,,,,,
1971,"Pangkal Pinang, Kota",2014,,,,,,,,67.61,,,,,,,,,,,,,
2101,"Karimun, Kab.",2000,,,,,,,,,,,62.55,,,,70913914000,,,,,,
2101,"Karimun, Kab.",2001,52577136455,83.86,,,,,,40.92,,,,1524,238790586270,167539,342841484310,,,,,,
2101,"Karimun, Kab.",2002,91908071940,83.76,,3,173,65,196,44.82,,,,4303,367286442180,169613,328330804040,,,,,,
2101,"Karimun, Kab.",2003,,83.95,17.07,,,,,40.48,,,,4303,,172614,,,,58,10,4,
2101,"Karimun, Kab.",2004,46294310637,92.59,,,,,,57.36,,,,4257,239912101020,188227,223378826955,,,,,,
2101,"Karimun, Kab.",2005,42434657415,,18.21,,,,,53.69,,,65.461387027,4257,225842525383,200704,258849518615,2.76,2.25,57.41,18.52,7.41,
2101,"Karimun, Kab.",2006,71907114287,80.12,,,,,,50.24,,,,4257,373679101387,208703,508722995494,2,1.56,,,,
2101,"Karimun, Kab.",2007,391148009678,88.16,,,,,,54.67,17559,87953,,4257,1.3844767E12,216221,702185788869,2.423,1.851,,,,
2101,"Karimun, Kab.",2008,128178024667,88.37,26.75,3,173,65,196,46.94,48811,91203,,912.75,,223878,756707940736,4.337,3.651,66.67,5.56,11.11,3.7
2101,"Karimun, Kab.",2009,458119186037,88.55,,,,,,76.66,19391,99577,,912.75,955284420835,231658,748075925480,11.134,8.74,,,,
2101,"Karimun, Kab.",2010,127694857940,95.20295,,,,,,48.03,18530,86578,61.37,,740612011488,212561,673073559816,,,,,,
2101,"Karimun, Kab.",2011,173136990331,94.25356,6.678633,,,,,61.57,29059,105137,61.36982,,891504855827,216146,781638109866,,,71.11111,17.77778,11.11111,
2101,"Karimun, Kab.",2012,107657000000,89.54,,,,,,60.52,26469,89122,,,889653000000,218475,892090000000,,,,,,
2101,"Karimun, Kab.",2013,209306684774,95.447387695,,,,,,61.670609,23148,95385,,,,220882,1.0508576E12,,,,,,
2101,"Karimun, Kab.",2014,,,,,,,,65.49,,,,,,,,,,,,,
2102,"Bintan, Kab.",2000,,,,237,443,266,815,,,,59.19,7487,,999691,113596247000,,,,,,
2102,"Bintan, Kab.",2001,41735780194,82.23,,,,,,40.25,,,,5054.48,294293161980,327826,348234941720,,,,,,
2102,"Bintan, Kab.",2002,50334461233,76.66,,83,437,159,399,40.63,,,,4814.98,278545685950,188570,306026275570,,,,,,
2102,"Bintan, Kab.",2003,36032229673,83.38,5.9,,,,,46.39,,,,4814.98,239423405522,191160,327327375421,,,40.51,2.53,7.59,
2102,"Bintan, Kab.",2004,30543647362,81.85,,,,,,42.09,,,,4814.98,260561448129,115317,274681526408,,,,,,
2102,"Bintan, Kab.",2005,49765016494,,2.89,,,,,43.07,,,61.081830316,1946,250929064189,117825,240637500701,,,50,21.05,5.26,
2102,"Bintan, Kab.",2006,97462970489,88.23,,,,,,46.64,,,,1946,353597605305,120271,466552350599,2.91,2.36,,,,
2102,"Bintan, Kab.",2007,106707452317,92.03,,,,,,61.39,13540,65696,,1946,444629293934,122677,456935796956,3.81,2.63,,,,
2102,"Bintan, Kab.",2008,151679249004,90.27,6.06,123,437,288,567,51.56,11076,51645,,1318.21,561194579044,125058,550952602880,3.81,2.63,62.75,9.8,5.88,5.88
2102,"Bintan, Kab.",2009,248383757048,92.47,,,,,,61.68,14703,51826,,1318.21,955256907763,127404,590281683615,11.481,11.481,,,,
2102,"Bintan, Kab.",2010,82659246254,95.67591,,,,,,50.35,18564,62736,60.67,,562811486518,142300,666909794400,,,,,,
2102,"Bintan, Kab.",2011,191980485349,95.30833,12.11942,,,,,52.89,16447,71517,60.66513,,781685442727,145057,722572379228,,,86.95652,6.521739,6.521739,
2102,"Bintan, Kab.",2012,175927000000,97.97,,,,,,65.21,16146,63415,,,801714000000,147212,863183000000,,,,,,
2102,"Bintan, Kab.",2013,246972619382,98.958679199,,,,,,67.388916,19211,63726,,,,149120,916419942252,,,,,,
2102,"Bintan, Kab.",2014,,,,,,,,76.07,,,,,,,,,,,,,
2103,"Natuna, Kab.",2000,,,,,,,,,,,23.39,,,,,,,,,,
2103,"Natuna, Kab.",2001,59662903079,70.02,,,,,,27,,,,3404.4,247370368600,78279,269987910260,,,,,,
2103,"Natuna, Kab.",2002,75441255206,74.57,,43,95,30,199,45.44,,,,3404.4,318906503340,78610,299800527630,,,,,,
2103,"Natuna, Kab.",2003,86074523225,68.67,4.34,,,,,32.38,,,,3404.4,329428201103,79210,385020600503,,,16.67,14.81,25.93,
2103,"Natuna, Kab.",2004,45235352730,77.3,,,,,,35.86,,,,3404.4,304892529352,87452,383145956230,,,,,,
2103,"Natuna, Kab.",2005,93241194389,,3.67,,,,,43.77,,,27.479294487,2723.79,315299074485,88913.646416,461886080531,,,18.18,25.45,32.73,1.82
2103,"Natuna, Kab.",2006,210422180590,77.15,,,,,,42.75,,,,2723.79,603867695845,91309,1.2839197E12,2.24,1.73,,,,
2103,"Natuna, Kab.",2007,137678046183,78.83,,,,,,48.11,15613,43486,,2723.79,534392130916,93424,296513075033,7.709,5.034,,,,
2103,"Natuna, Kab.",2008,312117210554,81.66,4.9,43,95,30,199,35.56,19876,38024,,2599.18,843572373661,95531,1.0894754E12,9.21,6.448,43.01,22.58,12.9,6.45
2103,"Natuna, Kab.",2009,242516699839,86.51,,,,,,69.41,15468,40892,,2009.04,812743861760,61978,922331904348,10.217,8.002,,,,
2103,"Natuna, Kab.",2010,189909281344,90.11333,,,,,,64.28,10216,29618,44.69,,945389100041,69003,1.1448515E12,,,,,,
2103,"Natuna, Kab.",2011,271221069043,90.10468,1.718945,,,,,60,10625,33669,44.68787,,1.3112602E12,70423,1.1522424E12,,,64.70588,25,10.29412,
2103,"Natuna, Kab.",2012,297069000000,96.26,,,,,,67.57,8313,32178,,,1.45228E12,71454,1.28434E12,,,,,,
2103,"Natuna, Kab.",2013,305094583315,95.991508484,,,,,,70.774734,7915,31892,,,,72527,1.3106721E12,,,,,,
2103,"Natuna, Kab.",2014,,,,,,,,75.58,,,,,,,,,,,,,
2104,"Lingga, Kab.",2000,,,,,,,,,,,32.86,,,,,,,,,,
2104,"Lingga, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
2104,"Lingga, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
2104,"Lingga, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
2104,"Lingga, Kab.",2004,,,,,,,,,,,,,,81898,,,,,,,
2104,"Lingga, Kab.",2005,,,5.92,,,,,34.13,,,34.17730676,2117.85,,83680,,,,41.03,12.82,12.82,
2104,"Lingga, Kab.",2006,96091912200,61.48,,,,,,36.1,,,,2117.85,240820544587,85429,423441561358,5.93,4.03,,,,
2104,"Lingga, Kab.",2007,,75.63,,,,,,37.57,16728,43851,,2117.85,,86894,326919864853,10.675,7.309,,,,
2104,"Lingga, Kab.",2008,190597051138,76.37,5.38,61,29,23,301,30.57,11499,36219,,2266.77,,88332,413198523912,10.675,7.309,23.91,17.39,19.57,
2104,"Lingga, Kab.",2009,,71.06,,,,,,49.68,13508,36544,,2266.77,,89737,455969197721,8.788,6.709,,,,
2104,"Lingga, Kab.",2010,150994989382,91.08842,,,,,,47.15,13088,36346,38.4,,515060381681,86244,523637512230,,,,,,
2104,"Lingga, Kab.",2011,150419568083,85.76823,3.670737,,,,,41.91,20621,41724,38.39703,,634396127418,87026,545498043091,,,69.04762,11.90476,19.04762,
2104,"Lingga, Kab.",2012,155645000000,91.91,,,,,,34.36,17834,38875,,,653817800000,87482,673563000000,,,,,,
2104,"Lingga, Kab.",2013,238469501420,92.807357788,,,,,,55.076401,15387,36316,,,,87867,718947802132,,,,,,
2104,"Lingga, Kab.",2014,,,,,,,,62.52,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2000,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2003,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2004,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2005,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2006,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2007,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2008,,,,,,,,,,,,,,,,,,,,,
2105,"Kepulauan Anambas, Kab.",2009,,,,,,,,,,,,590.14,,35646,201301647857,,,,,,
2105,"Kepulauan Anambas, Kab.",2010,64034169261,92.22865,,,,,,44.14,6566,14760,39.21,,428658791446,37411,740314563363,,,,,,
2105,"Kepulauan Anambas, Kab.",2011,235590132820,97.10516,1.81061,,,,,63.7,4057,18227,39.21,,856065417867,38210,821124048389,,,91.30434,4.347826,4.347826,
2105,"Kepulauan Anambas, Kab.",2012,218094000000,89.71,,,,,,63.62,4245,15155,,,938577000000,38833,934321000000,,,,,,
2105,"Kepulauan Anambas, Kab.",2013,290859609342,91.423072815,,,,,,42.551815,4568,15571,,,,39374,940910996389,,,,,,
2105,"Kepulauan Anambas, Kab.",2014,,,,,,,,67.35,,,,,,,,,,,,,
2171,"Batam, Kota",2000,,96,22.61,,,,,35.74,,,94.53,612,,,69782251000,,,68.18,2.27,4.55,
2171,"Batam, Kota",2001,67915878636,95.12,,,,,,26.67,,,,612.53,278312287970,491853,311819573700,,,,,,
2171,"Batam, Kota",2002,83136993899,97.6,,,,,,26.65,,,,612.53,354921677380,551054,350831697360,,,,,,
2171,"Batam, Kota",2003,,91.25,32.73,,,,,49.83,,,,612.53,,598425,,,,62.75,1.96,,
2171,"Batam, Kota",2004,40679460020,96.65,,,,,,36.5,,,,612.53,369062444475,554295,339842260104,,,,,,
2171,"Batam, Kota",2005,,,26.8,,,,,44.58,,,95.31544195,1525.18,,616114,,,,66.67,1.96,5.88,1.96
2171,"Batam, Kota",2006,91414479096,95.84,,,,,,52.25,,,,1525.18,536630746734,655926,659769122240,2.35,1.84,,,,
2171,"Batam, Kota",2007,183561225270,96.76,,,,,,49.15,16913,251122,,1525.18,796093550229,695739,684323501402,2.494,1.926,,,,
2171,"Batam, Kota",2008,95043116160,85.96,31.04,,,316,325,62.35,5700,368615,,960.25,,737533,882175777152,2.494,1.926,65.63,4.69,7.81,
2171,"Batam, Kota",2009,,96.4,,,,,,39.1,17080,370476,,960.25,,781342,1.0091975E12,11.745,9.095,,,,
2171,"Batam, Kota",2010,289369294009,95.61139,,,,,,56.89,29706,515568,97.22,,1.2118962E12,944285,1.0617843E12,,,,,,
2171,"Batam, Kota",2011,139952358506,99.50967,19.68581,,,,,51.3,13495,484676,97.21609,,1.1967051E12,1000661,1.2792296E12,,,96.07843,1.960784,,1.960784
2171,"Batam, Kota",2012,242456000000,98.66,,,,,,61.53,18092,518839,,,1.3784E12,1047534,1.49003E12,,,,,,
2171,"Batam, Kota",2013,353874638873,99.323616028,,,,,,62.141033,10944,525570,,,,1094623,1.7491051E12,,,,,,
2171,"Batam, Kota",2014,,,,,,,,70.49,,,,,,,,,,,,,
2172,"Tanjung Pinang, Kota",2000,,,,,,,,,,,100,,,,,,,,,,
2172,"Tanjung Pinang, Kota",2001,,,,,,,,,,,,239.5,,,,,,,,,
2172,"Tanjung Pinang, Kota",2002,36663669285,,,,,,,,,,,239.5,164250630790,146468,181386855530,,,,,,
2172,"Tanjung Pinang, Kota",2003,34848128031,,27.16,,,,,,,,,239.5,193546760603,148480,216628405093,1,1,83.33,,5.56,
2172,"Tanjung Pinang, Kota",2004,28309322970,98.86,,,,,,62.41,,,,239.5,167251900684,164856,150903455666,,,,,,
2172,"Tanjung Pinang, Kota",2005,41009656878,,45.85,,,,,60.15,,,100,239.4,186684968563,167611.35358,200155021653,,,88.89,,,
2172,"Tanjung Pinang, Kota",2006,97417990312,97.3,,,,,,72.06,,,,239.4,345203359707,173207,467766118115,5.54,3.69,,,,
2172,"Tanjung Pinang, Kota",2007,55285258999,96.31,,,,,,59.49,1561,96766,,239.4,411427029705,177963,387121677993,7.533,5.518,,,,
2172,"Tanjung Pinang, Kota",2008,73717913577,98.69,17.65,,,55,65,48.35,5216,80294,,144.56,484862238198,182741,512414221568,7.533,5.518,77.78,5.56,16.67,
2172,"Tanjung Pinang, Kota",2009,128592450396,97.86,,,,,,69.18,2632,82454,,144.56,610931937936,187529,553163199089,12.457,9.285,,,,
2172,"Tanjung Pinang, Kota",2010,89783320499,99.34872,,,,,,60.71,1421,80929,94.68,,584931125417,187359,594822610332,,,,,,
2172,"Tanjung Pinang, Kota",2011,129834273921,98.71299,18.61563,,,,,56.27,3453,93047,94.68221,,699083155865,191287,651391938848,,,88.88889,5.555555,5.555555,
2172,"Tanjung Pinang, Kota",2012,143455000000,99.57,,,,,,69.13,3321,86825,,,745171000000,194099,794768000000,,,,,,
2172,"Tanjung Pinang, Kota",2013,135856480015,99.102684021,,,,,,71.626411,3149,85690,,,,196980,883677313314,,,,,,
2172,"Tanjung Pinang, Kota",2014,,,,,,,,76.02,,,,,,,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2000,,,,,,,,,,,100,,,,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2001,,,,,,,,,,,,,,,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2002,,,,,,,,,,,,,,,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2003,,,0.56,,,,,,,,,,,18221,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2004,,99.67,,,,,,44.62,,,,,,20113,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2005,,,,,,,,42.22,,,100,,,20280,,,,100,,,
3101,"Adm. Kepulauan Seribu, Kab.",2006,,99.69,,,,,,61.18,,,,,,18959,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2007,,99.38,,,,,,51.35,3063,7727,,,,19203,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2008,,99.37,,,,,,40.49,10181,7903,,,,19423,,,,,,33.33,
3101,"Adm. Kepulauan Seribu, Kab.",2009,,99.38,,,,,,62.95,3455,8358,,,,19587,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2010,,99.05363,,,,,,58.02,3527,10165,100,,,21082,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2011,,99.76038,,,,,,71.21,2492,10178,100,,,21880,,,,,,100,
3101,"Adm. Kepulauan Seribu, Kab.",2012,,100,,,,,,60.12,2633,11323,,,,22410,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2013,,100,,,,,,24.730022,2468,9834,,,,22713,,,,,,,
3101,"Adm. Kepulauan Seribu, Kab.",2014,,,,,,,,71.12,,,,,,,,,,,,,
3171,"Jakarta Selatan, Kota",2000,,99.58,45.57,,,,,59.42,,,100,,,,,,,100,,,
3171,"Jakarta Selatan, Kota",2001,,99.75,,,,,,53.37,,,,,,,,,,,,,
3171,"Jakarta Selatan, Kota",2002,,99.92,,,,,,59.53,,,,,,,,,,,,,
3171,"Jakarta Selatan, Kota",2003,,99.01,52.08,,,,,67.87,,,,,,1929543,,,,100,,,
3171,"Jakarta Selatan, Kota",2004,,99.54,,,,,,59.87,,,,,,1895887,,,,,,,
3171,"Jakarta Selatan, Kota",2005,,,65.73,,,,,57.99,,,100,,,1925160,,,,100,,,
3171,"Jakarta Selatan, Kota",2006,,99.92,,,,,,50.59,,,,,,2057533,,,,,,,
3171,"Jakarta Selatan, Kota",2007,,99.85,,,,,,53.87,4097,995500,,,,2100679,,,,,,,
3171,"Jakarta Selatan, Kota",2008,,99.84,62.41,,,,,50.56,2991,1112519,,,,2141773,,,,100,,,
3171,"Jakarta Selatan, Kota",2009,,99.31,,,,,,55.73,3619,1089543,,,,2159638,,,,,,,
3171,"Jakarta Selatan, Kota",2010,,99.2201,,,,,,55.47,2307,1140739,100,,,2062232,,,,,,,
3171,"Jakarta Selatan, Kota",2011,,100,55.86038,,,,,51.78,2427,1103393,100,,,2095746,,,,100,,,
3171,"Jakarta Selatan, Kota",2012,,100,,,,,,57.07,1077,1115803,,,,2119009,,,,,,,
3171,"Jakarta Selatan, Kota",2013,,100,,,,,,61.045238,0,1078957,,,,2141941,,,,,,,
3171,"Jakarta Selatan, Kota",2014,,,,,,,,62.29,,,,,,,,,,,,,
3172,"Jakarta Timur, Kota",2000,,99.49,40.53,,,,,60.43,,,100,,,,,,,95.38,,4.62,
3172,"Jakarta Timur, Kota",2001,,99.42,,,,,,56.52,,,,,,,,,,,,,
3172,"Jakarta Timur, Kota",2002,,100,,,,,,61.98,,,,,,,,,,,,,
3172,"Jakarta Timur, Kota",2003,,99.18,49.9,,,,,65.81,,,,,,2402047,,,,95.38,,4.62,
3172,"Jakarta Timur, Kota",2004,,99.77,,,,,,64.24,,,,,,2487328,,,,,,,
3172,"Jakarta Timur, Kota",2005,,,67.44,,,,,54.87,,,100,,,2527852,,,,100,,,
3172,"Jakarta Timur, Kota",2006,,100,,,,,,54.74,,,,,,2418444,,,,,,,
